Geo Point;Geo Shape;gid;geom_o;geom_err;ident;id_local;condition_acces;puissance_nominale;actif;prise_type_ef;prise_type_2;prise_type_combo;prise_type_chademo;prise_type_3c;prise_type_autre;reservation;gratuit;paiement_acte;paiement_cb;paiement_autre;tarification;accessibilite_pmr;rs_st_irve_sta_p;cdate;mdate
44.8509592,-0.5586437;"{""coordinates"": [-0.5586437, 44.8509592], ""type"": ""Point""}";1100;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;Accès parking payant;ACCESSIBILITE_INCONNUE;1369;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8639189,-0.5511667;"{""coordinates"": [-0.5511667, 44.8639189], ""type"": ""Point""}";1101;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;Accès parking payant;ACCESSIBILITE_INCONNUE;1370;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8639189,-0.5511667;"{""coordinates"": [-0.5511667, 44.8639189], ""type"": ""Point""}";1102;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;Accès parking payant;ACCESSIBILITE_INCONNUE;1370;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8239076,-0.5306894;"{""coordinates"": [-0.5306894, 44.8239076], ""type"": ""Point""}";1110;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;Accès parking payant;ACCESSIBILITE_INCONNUE;1262;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8239076,-0.5306894;"{""coordinates"": [-0.5306894, 44.8239076], ""type"": ""Point""}";1111;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;Accès parking payant;ACCESSIBILITE_INCONNUE;1262;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8072583,-0.5399608;"{""coordinates"": [-0.5399608, 44.8072583], ""type"": ""Point""}";1126;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;Accès parking payant;ACCESSIBILITE_INCONNUE;1263;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8072583,-0.5399608;"{""coordinates"": [-0.5399608, 44.8072583], ""type"": ""Point""}";1127;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;Accès parking payant;ACCESSIBILITE_INCONNUE;1263;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8390848,-0.5844543;"{""coordinates"": [-0.5844543, 44.8390848], ""type"": ""Point""}";1131;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;Accès parking payant;ACCESSIBILITE_INCONNUE;1265;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8390848,-0.5844543;"{""coordinates"": [-0.5844543, 44.8390848], ""type"": ""Point""}";1133;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;Accès parking payant;ACCESSIBILITE_INCONNUE;1265;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8496036,-0.5704984;"{""coordinates"": [-0.5704984, 44.8496036], ""type"": ""Point""}";1138;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;Accès parking payant;ACCESSIBILITE_INCONNUE;1266;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8389207,-0.5878182;"{""coordinates"": [-0.5878182, 44.8389207], ""type"": ""Point""}";1139;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;Accès parking payant;ACCESSIBILITE_INCONNUE;1267;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8389207,-0.5878182;"{""coordinates"": [-0.5878182, 44.8389207], ""type"": ""Point""}";1140;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;Accès parking payant;ACCESSIBILITE_INCONNUE;1267;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8389207,-0.5878182;"{""coordinates"": [-0.5878182, 44.8389207], ""type"": ""Point""}";1145;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;Accès parking payant;ACCESSIBILITE_INCONNUE;1267;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8400649,-0.5830129;"{""coordinates"": [-0.5830129, 44.8400649], ""type"": ""Point""}";1149;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;Accès parking payant;ACCESSIBILITE_INCONNUE;1268;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8261756,-0.5573939;"{""coordinates"": [-0.5573939, 44.8261756], ""type"": ""Point""}";1154;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;Accès parking payant;ACCESSIBILITE_INCONNUE;1269;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8261756,-0.5573939;"{""coordinates"": [-0.5573939, 44.8261756], ""type"": ""Point""}";1156;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;Accès parking payant;ACCESSIBILITE_INCONNUE;1269;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8632549,-0.5784707;"{""coordinates"": [-0.5784707, 44.8632549], ""type"": ""Point""}";1159;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;Accès parking payant;ACCESSIBILITE_INCONNUE;1270;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8632549,-0.5784707;"{""coordinates"": [-0.5784707, 44.8632549], ""type"": ""Point""}";1161;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;Accès parking payant;ACCESSIBILITE_INCONNUE;1270;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8632549,-0.5784707;"{""coordinates"": [-0.5784707, 44.8632549], ""type"": ""Point""}";1164;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;Accès parking payant;ACCESSIBILITE_INCONNUE;1270;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8357831,-0.5848885;"{""coordinates"": [-0.5848885, 44.8357831], ""type"": ""Point""}";1168;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;Accès parking payant;ACCESSIBILITE_INCONNUE;1271;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8451969,-0.578979;"{""coordinates"": [-0.578979, 44.8451969], ""type"": ""Point""}";1172;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;Accès parking payant;ACCESSIBILITE_INCONNUE;1272;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8292009,-0.5535854;"{""coordinates"": [-0.5535854, 44.8292009], ""type"": ""Point""}";1180;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;Accès parking payant;ACCESSIBILITE_INCONNUE;1276;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8292009,-0.5535854;"{""coordinates"": [-0.5535854, 44.8292009], ""type"": ""Point""}";1182;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;Accès parking payant;ACCESSIBILITE_INCONNUE;1276;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8048092,-0.6323745;"{""coordinates"": [-0.6323745, 44.8048092], ""type"": ""Point""}";1183;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;Accès parking payant;ACCESSIBILITE_INCONNUE;1277;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8048092,-0.6323745;"{""coordinates"": [-0.6323745, 44.8048092], ""type"": ""Point""}";1184;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;Accès parking payant;ACCESSIBILITE_INCONNUE;1277;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8048092,-0.6323745;"{""coordinates"": [-0.6323745, 44.8048092], ""type"": ""Point""}";1185;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;Accès parking payant;ACCESSIBILITE_INCONNUE;1277;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.838022,-0.5762566;"{""coordinates"": [-0.5762566, 44.838022], ""type"": ""Point""}";1190;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;Accès parking payant;ACCESSIBILITE_INCONNUE;1278;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8327761,-0.5976619;"{""coordinates"": [-0.5976619, 44.8327761], ""type"": ""Point""}";1438;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;Accès parking payant;ACCESSIBILITE_INCONNUE;1279;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8327761,-0.5976619;"{""coordinates"": [-0.5976619, 44.8327761], ""type"": ""Point""}";1439;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;Accès parking payant;ACCESSIBILITE_INCONNUE;1279;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8327761,-0.5976619;"{""coordinates"": [-0.5976619, 44.8327761], ""type"": ""Point""}";1440;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;Accès parking payant;ACCESSIBILITE_INCONNUE;1279;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8327761,-0.5976619;"{""coordinates"": [-0.5976619, 44.8327761], ""type"": ""Point""}";1442;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;Accès parking payant;ACCESSIBILITE_INCONNUE;1279;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8349783,-0.5793918;"{""coordinates"": [-0.5793918, 44.8349783], ""type"": ""Point""}";1445;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;Accès parking payant;ACCESSIBILITE_INCONNUE;1280;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8310288,-0.5718999;"{""coordinates"": [-0.5718999, 44.8310288], ""type"": ""Point""}";1449;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;Accès parking payant;ACCESSIBILITE_INCONNUE;1281;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8354964,-0.5724939;"{""coordinates"": [-0.5724939, 44.8354964], ""type"": ""Point""}";1450;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;Accès parking payant;ACCESSIBILITE_INCONNUE;1282;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8354964,-0.5724939;"{""coordinates"": [-0.5724939, 44.8354964], ""type"": ""Point""}";1451;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;Accès parking payant;ACCESSIBILITE_INCONNUE;1282;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8354964,-0.5724939;"{""coordinates"": [-0.5724939, 44.8354964], ""type"": ""Point""}";1453;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;Accès parking payant;ACCESSIBILITE_INCONNUE;1282;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8272037,-0.6256904;"{""coordinates"": [-0.6256904, 44.8272037], ""type"": ""Point""}";1455;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;NON;ACCESSIBILITE_INCONNUE;1283;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8272037,-0.6256904;"{""coordinates"": [-0.6256904, 44.8272037], ""type"": ""Point""}";1456;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;NON;ACCESSIBILITE_INCONNUE;1283;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8272037,-0.6256904;"{""coordinates"": [-0.6256904, 44.8272037], ""type"": ""Point""}";1457;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;NON;ACCESSIBILITE_INCONNUE;1283;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8060586,-0.6007667;"{""coordinates"": [-0.6007667, 44.8060586], ""type"": ""Point""}";1460;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;NON;ACCESSIBILITE_INCONNUE;1284;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8060586,-0.6007667;"{""coordinates"": [-0.6007667, 44.8060586], ""type"": ""Point""}";1462;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;NON;ACCESSIBILITE_INCONNUE;1284;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8060586,-0.6007667;"{""coordinates"": [-0.6007667, 44.8060586], ""type"": ""Point""}";1463;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;NON;ACCESSIBILITE_INCONNUE;1284;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8060586,-0.6007667;"{""coordinates"": [-0.6007667, 44.8060586], ""type"": ""Point""}";1464;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;NON;ACCESSIBILITE_INCONNUE;1284;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8060586,-0.6007667;"{""coordinates"": [-0.6007667, 44.8060586], ""type"": ""Point""}";1465;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;NON;ACCESSIBILITE_INCONNUE;1284;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8647637,-0.5245629;"{""coordinates"": [-0.5245629, 44.8647637], ""type"": ""Point""}";1468;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;NON;ACCESSIBILITE_INCONNUE;1285;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8647637,-0.5245629;"{""coordinates"": [-0.5245629, 44.8647637], ""type"": ""Point""}";1469;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;NON;ACCESSIBILITE_INCONNUE;1285;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8647637,-0.5245629;"{""coordinates"": [-0.5245629, 44.8647637], ""type"": ""Point""}";1472;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;NON;ACCESSIBILITE_INCONNUE;1285;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8647637,-0.5245629;"{""coordinates"": [-0.5245629, 44.8647637], ""type"": ""Point""}";1474;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;NON;ACCESSIBILITE_INCONNUE;1285;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8923375,-0.6688917;"{""coordinates"": [-0.6688917, 44.8923375], ""type"": ""Point""}";1482;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;NON;ACCESSIBILITE_INCONNUE;1286;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8923375,-0.6688917;"{""coordinates"": [-0.6688917, 44.8923375], ""type"": ""Point""}";1483;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;NON;ACCESSIBILITE_INCONNUE;1286;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8923375,-0.6688917;"{""coordinates"": [-0.6688917, 44.8923375], ""type"": ""Point""}";1484;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;NON;ACCESSIBILITE_INCONNUE;1286;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8923375,-0.6688917;"{""coordinates"": [-0.6688917, 44.8923375], ""type"": ""Point""}";1485;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;NON;ACCESSIBILITE_INCONNUE;1286;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8923375,-0.6688917;"{""coordinates"": [-0.6688917, 44.8923375], ""type"": ""Point""}";1488;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;NON;ACCESSIBILITE_INCONNUE;1286;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8923375,-0.6688917;"{""coordinates"": [-0.6688917, 44.8923375], ""type"": ""Point""}";1489;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;NON;ACCESSIBILITE_INCONNUE;1286;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8923375,-0.6688917;"{""coordinates"": [-0.6688917, 44.8923375], ""type"": ""Point""}";1490;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;NON;ACCESSIBILITE_INCONNUE;1286;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8923375,-0.6688917;"{""coordinates"": [-0.6688917, 44.8923375], ""type"": ""Point""}";1491;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;NON;ACCESSIBILITE_INCONNUE;1286;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8923375,-0.6688917;"{""coordinates"": [-0.6688917, 44.8923375], ""type"": ""Point""}";1495;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;NON;ACCESSIBILITE_INCONNUE;1286;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8923375,-0.6688917;"{""coordinates"": [-0.6688917, 44.8923375], ""type"": ""Point""}";1496;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;NON;ACCESSIBILITE_INCONNUE;1286;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8923375,-0.6688917;"{""coordinates"": [-0.6688917, 44.8923375], ""type"": ""Point""}";1497;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;NON;ACCESSIBILITE_INCONNUE;1286;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8923375,-0.6688917;"{""coordinates"": [-0.6688917, 44.8923375], ""type"": ""Point""}";1499;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;NON;ACCESSIBILITE_INCONNUE;1286;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8923375,-0.6688917;"{""coordinates"": [-0.6688917, 44.8923375], ""type"": ""Point""}";1501;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;NON;ACCESSIBILITE_INCONNUE;1286;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.7884435,-0.6506672;"{""coordinates"": [-0.6506672, 44.7884435], ""type"": ""Point""}";1503;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;NON;ACCESSIBILITE_INCONNUE;1287;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8737875,-0.6279649;"{""coordinates"": [-0.6279649, 44.8737875], ""type"": ""Point""}";1506;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;NON;ACCESSIBILITE_INCONNUE;1288;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8737875,-0.6279649;"{""coordinates"": [-0.6279649, 44.8737875], ""type"": ""Point""}";1508;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;NON;ACCESSIBILITE_INCONNUE;1288;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.9181116,-0.6227173;"{""coordinates"": [-0.6227173, 44.9181116], ""type"": ""Point""}";1513;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;NON;ACCESSIBILITE_INCONNUE;1289;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.7938466,-0.657279;"{""coordinates"": [-0.657279, 44.7938466], ""type"": ""Point""}";1514;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;NON;ACCESSIBILITE_INCONNUE;1290;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.858812,-0.668254;"{""coordinates"": [-0.668254, 44.858812], ""type"": ""Point""}";1516;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;NON;ACCESSIBILITE_INCONNUE;1291;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8564518,-0.6605161;"{""coordinates"": [-0.6605161, 44.8564518], ""type"": ""Point""}";1520;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;NON;ACCESSIBILITE_INCONNUE;1292;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8319994,-0.6459841;"{""coordinates"": [-0.6459841, 44.8319994], ""type"": ""Point""}";1526;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;NON;ACCESSIBILITE_INCONNUE;1294;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8319994,-0.6459841;"{""coordinates"": [-0.6459841, 44.8319994], ""type"": ""Point""}";1528;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;NON;ACCESSIBILITE_INCONNUE;1294;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.7742737,-0.5638564;"{""coordinates"": [-0.5638564, 44.7742737], ""type"": ""Point""}";1535;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;NON;ACCESSIBILITE_INCONNUE;1296;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.7742737,-0.5638564;"{""coordinates"": [-0.5638564, 44.7742737], ""type"": ""Point""}";1539;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;NON;ACCESSIBILITE_INCONNUE;1296;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.7742737,-0.5638564;"{""coordinates"": [-0.5638564, 44.7742737], ""type"": ""Point""}";1543;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;NON;ACCESSIBILITE_INCONNUE;1296;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.7742737,-0.5638564;"{""coordinates"": [-0.5638564, 44.7742737], ""type"": ""Point""}";1544;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;NON;ACCESSIBILITE_INCONNUE;1296;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.7742737,-0.5638564;"{""coordinates"": [-0.5638564, 44.7742737], ""type"": ""Point""}";1546;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;NON;ACCESSIBILITE_INCONNUE;1296;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.7742737,-0.5638564;"{""coordinates"": [-0.5638564, 44.7742737], ""type"": ""Point""}";1548;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;NON;ACCESSIBILITE_INCONNUE;1296;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.7742737,-0.5638564;"{""coordinates"": [-0.5638564, 44.7742737], ""type"": ""Point""}";1549;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;NON;ACCESSIBILITE_INCONNUE;1296;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.7742737,-0.5638564;"{""coordinates"": [-0.5638564, 44.7742737], ""type"": ""Point""}";1551;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;NON;ACCESSIBILITE_INCONNUE;1296;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8639189,-0.5511667;"{""coordinates"": [-0.5511667, 44.8639189], ""type"": ""Point""}";1554;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;Accès parking payant;ACCESSIBILITE_INCONNUE;1370;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8261756,-0.5573939;"{""coordinates"": [-0.5573939, 44.8261756], ""type"": ""Point""}";1556;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;Accès parking payant;ACCESSIBILITE_INCONNUE;1269;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8272037,-0.6256904;"{""coordinates"": [-0.6256904, 44.8272037], ""type"": ""Point""}";1558;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;NON;ACCESSIBILITE_INCONNUE;1283;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8512541,-0.5742813;"{""coordinates"": [-0.5742813, 44.8512541], ""type"": ""Point""}";1564;0;;FRFR1EPLWT1;PLWT1;ACCES_LIBRE;3.0;1;0;0;0;0;1;0;0;0;1;0;1;OUI;ACCESSIBILITE_INCONNUE;1307;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.836815,-0.5812995;"{""coordinates"": [-0.5812995, 44.836815], ""type"": ""Point""}";1565;0;;FRFR1EKANG2;KANG2;ACCES_LIBRE;3.0;1;1;0;0;0;0;0;0;0;1;0;1;OUI;ACCESSIBILITE_INCONNUE;1346;2021-11-08T15:45:40+01:00;2022-03-01T17:13:39+01:00
44.8423063,-0.5795139;"{""coordinates"": [-0.5795139, 44.8423063], ""type"": ""Point""}";1568;0;;FRFR1EPEEE1;PEEE1;ACCES_LIBRE;3.0;1;0;0;0;0;1;0;0;0;1;0;1;OUI;ACCESSIBILITE_INCONNUE;1313;2021-11-08T15:45:40+01:00;2022-03-01T17:20:03+01:00
44.8619083,-0.554995;"{""coordinates"": [-0.554995, 44.8619083], ""type"": ""Point""}";1569;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;Accès parking payant;ACCESSIBILITE_INCONNUE;1363;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8307166,-0.5623242;"{""coordinates"": [-0.5623242, 44.8307166], ""type"": ""Point""}";1000;0;;FRFR1EGRUS1;GRUS1;ACCES_LIBRE;3.0;1;0;0;0;0;1;0;0;0;1;0;1;OUI;ACCESSIBILITE_INCONNUE;1316;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8163858,-0.5496456;"{""coordinates"": [-0.5496456, 44.8163858], ""type"": ""Point""}";1002;0;;FRFR1EGMND1;GMND1;ACCES_LIBRE;3.0;1;0;0;0;0;1;0;0;0;1;0;1;OUI;ACCESSIBILITE_INCONNUE;1317;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8437067,-0.5705942;"{""coordinates"": [-0.5705942, 44.8437067], ""type"": ""Point""}";1004;0;;FRFR1ENLMW1;NLMW1;ACCES_LIBRE;3.0;1;0;0;0;0;1;0;0;0;1;0;1;OUI;ACCESSIBILITE_INCONNUE;1297;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8437067,-0.5705942;"{""coordinates"": [-0.5705942, 44.8437067], ""type"": ""Point""}";1005;0;;FRFR1ENQRZ1;NQRZ1;ACCES_LIBRE;3.0;1;0;0;0;0;1;0;0;0;1;0;1;OUI;ACCESSIBILITE_INCONNUE;1297;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8437067,-0.5705942;"{""coordinates"": [-0.5705942, 44.8437067], ""type"": ""Point""}";1006;0;;FRFR1ENQUX1;NQUX1;ACCES_LIBRE;3.0;1;0;0;0;0;1;0;0;0;1;0;1;OUI;ACCESSIBILITE_INCONNUE;1297;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
