Geo Point;Geo Shape;gid;geom_o;geom_err;ident;id_local;condition_acces;puissance_nominale;actif;prise_type_ef;prise_type_2;prise_type_combo;prise_type_chademo;prise_type_3c;prise_type_autre;reservation;gratuit;paiement_acte;paiement_cb;paiement_autre;tarification;accessibilite_pmr;rs_st_irve_sta_p;cdate;mdate
44.7820995,-0.6536641;"{""coordinates"": [-0.6536641, 44.7820995], ""type"": ""Point""}";1010;0;;FRFR1ENMLT1;NMLT1;ACCES_LIBRE;50.0;1;0;1;1;0;0;0;0;0;1;0;1;OUI;ACCESSIBILITE_INCONNUE;1354;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8413772,-0.5609918;"{""coordinates"": [-0.5609918, 44.8413772], ""type"": ""Point""}";1014;0;;FRFR1EKBEE1;KBEE1;ACCES_LIBRE;50.0;1;0;1;1;0;0;0;0;0;1;0;1;OUI;ACCESSIBILITE_INCONNUE;1355;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8413772,-0.5609918;"{""coordinates"": [-0.5609918, 44.8413772], ""type"": ""Point""}";1015;0;;FRFR1EKBEE2;KBEE2;ACCES_LIBRE;3.0;1;1;0;0;0;0;0;0;0;1;0;1;OUI;ACCESSIBILITE_INCONNUE;1355;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8413772,-0.5609918;"{""coordinates"": [-0.5609918, 44.8413772], ""type"": ""Point""}";1016;0;;FRFR1EJYRU1;JYRU1;ACCES_LIBRE;50.0;1;0;1;0;1;0;0;0;0;1;0;1;OUI;ACCESSIBILITE_INCONNUE;1355;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8324687,-0.6102935;"{""coordinates"": [-0.6102935, 44.8324687], ""type"": ""Point""}";1025;0;;FRFR1EKAQS2;KAQS2;ACCES_LIBRE;3.0;1;1;0;0;0;0;0;0;0;1;0;1;OUI;ACCESSIBILITE_INCONNUE;1358;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8324687,-0.6102935;"{""coordinates"": [-0.6102935, 44.8324687], ""type"": ""Point""}";1027;0;;FRFR1EJWKN2;JWKN2;ACCES_LIBRE;3.0;1;1;0;0;0;0;0;0;0;1;0;1;OUI;ACCESSIBILITE_INCONNUE;1358;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8422988,-0.569778;"{""coordinates"": [-0.569778, 44.8422988], ""type"": ""Point""}";1032;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;Accès parking payant;ACCESSIBILITE_INCONNUE;1359;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8290717,-0.5628913;"{""coordinates"": [-0.5628913, 44.8290717], ""type"": ""Point""}";1037;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;Accès parking payant;ACCESSIBILITE_INCONNUE;1360;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8447169,-0.5782772;"{""coordinates"": [-0.5782772, 44.8447169], ""type"": ""Point""}";836;0;;FRFR1EKAHM1;KAHM1;ACCES_LIBRE;30.0;1;0;1;1;0;0;0;0;0;1;0;1;OUI;ACCESSIBILITE_INCONNUE;1342;2021-11-08T15:45:40+01:00;2022-03-01T17:27:11+01:00
44.8401979,-0.5560698;"{""coordinates"": [-0.5560698, 44.8401979], ""type"": ""Point""}";849;0;;FRFR1EKAQX2;KAQX2;ACCES_LIBRE;3.0;1;1;0;0;0;0;0;0;0;1;0;1;OUI;ACCESSIBILITE_INCONNUE;1345;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8401979,-0.5560698;"{""coordinates"": [-0.5560698, 44.8401979], ""type"": ""Point""}";850;0;;FRFR1EJYQN1;JYQN1;ACCES_LIBRE;50.0;1;0;1;0;1;0;0;0;0;1;0;1;OUI;ACCESSIBILITE_INCONNUE;1345;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8401979,-0.5560698;"{""coordinates"": [-0.5560698, 44.8401979], ""type"": ""Point""}";851;0;;FRFR1EJYQN2;JYQN2;ACCES_LIBRE;3.0;1;0;0;0;0;1;0;0;0;1;0;1;OUI;ACCESSIBILITE_INCONNUE;1345;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8568827,-0.5197802;"{""coordinates"": [-0.5197802, 44.8568827], ""type"": ""Point""}";855;0;;FRFR1ENLGV1;NLGV1;ACCES_LIBRE;50.0;1;0;1;1;0;0;0;0;0;1;0;1;OUI;ACCESSIBILITE_INCONNUE;1347;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8568827,-0.5197802;"{""coordinates"": [-0.5197802, 44.8568827], ""type"": ""Point""}";858;0;;FRFR1ENLCX2;NLCX2;ACCES_LIBRE;3.0;1;1;0;0;0;0;0;0;0;1;0;1;OUI;ACCESSIBILITE_INCONNUE;1347;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.773751,-0.6132348;"{""coordinates"": [-0.6132348, 44.773751], ""type"": ""Point""}";866;0;;FRFR1ESFLA2;SFLA2;ACCES_LIBRE;3.0;1;1;0;0;0;0;0;0;0;1;0;1;OUI;ACCESSIBILITE_INCONNUE;1349;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8895412,-0.5643649;"{""coordinates"": [-0.5643649, 44.8895412], ""type"": ""Point""}";867;0;;FRFR1ELAEN1;LAEN1;ACCES_LIBRE;50.0;1;0;1;1;0;0;0;0;0;1;0;1;OUI;ACCESSIBILITE_INCONNUE;1350;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8384265,-0.5670916;"{""coordinates"": [-0.5670916, 44.8384265], ""type"": ""Point""}";871;0;;FRFR1ELPEU1;LPEU1;ACCES_LIBRE;44.0;1;1;1;0;0;0;0;0;0;1;0;1;OUI;ACCESSIBILITE_INCONNUE;1351;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8384265,-0.5670916;"{""coordinates"": [-0.5670916, 44.8384265], ""type"": ""Point""}";872;0;;FRFR1ELPEU2;LPEU2;ACCES_LIBRE;50.0;1;0;0;1;1;0;0;0;0;1;0;1;OUI;ACCESSIBILITE_INCONNUE;1351;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8883089,-0.6165552;"{""coordinates"": [-0.6165552, 44.8883089], ""type"": ""Point""}";874;0;;FRFR1EJUYK2;JUYK2;ACCES_LIBRE;3.0;1;1;0;0;0;0;0;0;0;1;0;1;OUI;ACCESSIBILITE_INCONNUE;1352;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8302777,-0.6045353;"{""coordinates"": [-0.6045353, 44.8302777], ""type"": ""Point""}";878;0;;FRFR1EJUXE2;JUXE2;ACCES_LIBRE;3.0;1;1;0;0;0;0;0;0;0;1;0;1;OUI;ACCESSIBILITE_INCONNUE;1353;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8652932,-0.5771421;"{""coordinates"": [-0.5771421, 44.8652932], ""type"": ""Point""}";881;0;;FRFR1ETCBP1;TCBP1;ACCES_LIBRE;3.0;1;0;0;0;0;1;0;0;0;1;0;1;OUI;ACCESSIBILITE_INCONNUE;1326;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8652932,-0.5771421;"{""coordinates"": [-0.5771421, 44.8652932], ""type"": ""Point""}";883;0;;FRFR1ETCND1;TCND1;ACCES_LIBRE;3.0;1;0;0;0;0;1;0;0;0;1;0;1;OUI;ACCESSIBILITE_INCONNUE;1326;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8652932,-0.5771421;"{""coordinates"": [-0.5771421, 44.8652932], ""type"": ""Point""}";884;0;;FRFR1ETECZ1;TECZ1;ACCES_LIBRE;3.0;1;0;0;0;0;1;0;0;0;1;0;1;OUI;ACCESSIBILITE_INCONNUE;1326;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8001971,-0.5702097;"{""coordinates"": [-0.5702097, 44.8001971], ""type"": ""Point""}";887;0;;FRFR1ERYPN1;RYPN1;ACCES_LIBRE;3.0;1;0;0;0;0;1;0;0;0;1;0;1;OUI;ACCESSIBILITE_INCONNUE;1327;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8626826,-0.5236924;"{""coordinates"": [-0.5236924, 44.8626826], ""type"": ""Point""}";888;0;;FRFR1ESBRA1;SBRA1;ACCES_LIBRE;3.0;1;0;0;0;0;1;0;0;0;1;0;1;OUI;ACCESSIBILITE_INCONNUE;1328;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8626826,-0.5236924;"{""coordinates"": [-0.5236924, 44.8626826], ""type"": ""Point""}";889;0;;FRFR1ESBVS1;SBVS1;ACCES_LIBRE;3.0;1;0;0;0;0;1;0;0;0;1;0;1;OUI;ACCESSIBILITE_INCONNUE;1328;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8423254,-0.5851164;"{""coordinates"": [-0.5851164, 44.8423254], ""type"": ""Point""}";895;0;;FRFR1ENGDL1;NGDL1;ACCES_LIBRE;3.0;1;0;0;0;0;1;0;0;0;1;0;1;OUI;ACCESSIBILITE_INCONNUE;1331;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8570133,-0.6203364;"{""coordinates"": [-0.6203364, 44.8570133], ""type"": ""Point""}";897;0;;FRFR1ESHMG1;SHMG1;ACCES_LIBRE;3.0;1;0;0;0;0;1;0;0;0;1;0;1;OUI;ACCESSIBILITE_INCONNUE;1332;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8570133,-0.6203364;"{""coordinates"": [-0.6203364, 44.8570133], ""type"": ""Point""}";898;0;;FRFR1ESKKA1;SKKA1;ACCES_LIBRE;3.0;1;0;0;0;0;1;0;0;0;1;0;1;OUI;ACCESSIBILITE_INCONNUE;1332;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8118036,-0.5911626;"{""coordinates"": [-0.5911626, 44.8118036], ""type"": ""Point""}";901;0;;FRFR1ETVDU1;TVDU1;ACCES_LIBRE;3.0;1;0;0;0;0;1;0;0;0;1;0;1;OUI;ACCESSIBILITE_INCONNUE;1333;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8064374,-0.5936763;"{""coordinates"": [-0.5936763, 44.8064374], ""type"": ""Point""}";904;0;;FRFR1EWREM1;WREM1;ACCES_LIBRE;3.0;1;0;0;0;0;1;0;0;0;1;0;1;OUI;ACCESSIBILITE_INCONNUE;1334;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8474173,-0.5484434;"{""coordinates"": [-0.5484434, 44.8474173], ""type"": ""Point""}";905;0;;FRFR1ERKUT1;RKUT1;ACCES_LIBRE;3.0;1;0;0;0;0;1;0;0;0;1;0;1;OUI;ACCESSIBILITE_INCONNUE;1335;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8252829,-0.5776856;"{""coordinates"": [-0.5776856, 44.8252829], ""type"": ""Point""}";910;0;;FRFR1EGDAP1;GDAP1;ACCES_LIBRE;3.0;1;0;0;0;0;1;0;0;0;1;0;1;OUI;ACCESSIBILITE_INCONNUE;1337;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8474336,-0.5766101;"{""coordinates"": [-0.5766101, 44.8474336], ""type"": ""Point""}";912;0;;FRFR1EMUDQ1;MUDQ1;ACCES_LIBRE;3.0;1;0;0;0;0;1;0;0;0;1;0;1;OUI;ACCESSIBILITE_INCONNUE;1338;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8474336,-0.5766101;"{""coordinates"": [-0.5766101, 44.8474336], ""type"": ""Point""}";913;0;;FRFR1EMURY1;MURY1;ACCES_LIBRE;3.0;1;0;0;0;0;1;0;0;0;1;0;1;OUI;ACCESSIBILITE_INCONNUE;1338;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8301784,-0.572832;"{""coordinates"": [-0.572832, 44.8301784], ""type"": ""Point""}";926;0;;FRFR1EQDGJ1;QDGJ1;ACCES_LIBRE;3.0;1;0;0;0;0;1;0;0;0;1;0;1;OUI;ACCESSIBILITE_INCONNUE;1240;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8239363,-0.5869148;"{""coordinates"": [-0.5869148, 44.8239363], ""type"": ""Point""}";931;0;;FRFR1EMSQM1;MSQM1;ACCES_LIBRE;3.0;1;0;0;0;0;1;0;0;0;1;0;1;OUI;ACCESSIBILITE_INCONNUE;1243;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8239363,-0.5869148;"{""coordinates"": [-0.5869148, 44.8239363], ""type"": ""Point""}";932;0;;FRFR1EMTYA1;MTYA1;ACCES_LIBRE;3.0;1;0;0;0;0;1;0;0;0;1;0;1;OUI;ACCESSIBILITE_INCONNUE;1243;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8556207,-0.5920097;"{""coordinates"": [-0.5920097, 44.8556207], ""type"": ""Point""}";933;0;;FRFR1EMXSB1;MXSB1;ACCES_LIBRE;3.0;1;0;0;0;0;1;0;0;0;1;0;1;OUI;ACCESSIBILITE_INCONNUE;1244;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8067318,-0.5596069;"{""coordinates"": [-0.5596069, 44.8067318], ""type"": ""Point""}";939;0;;FRFR1ERVRK1;RVRK1;ACCES_LIBRE;3.0;1;0;0;0;0;1;0;0;0;1;0;1;OUI;ACCESSIBILITE_INCONNUE;1246;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8067318,-0.5596069;"{""coordinates"": [-0.5596069, 44.8067318], ""type"": ""Point""}";941;0;;FRFR1ERVQX1;RVQX1;ACCES_LIBRE;3.0;1;0;0;0;0;1;0;0;0;1;0;1;OUI;ACCESSIBILITE_INCONNUE;1246;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8805776,-0.573042;"{""coordinates"": [-0.573042, 44.8805776], ""type"": ""Point""}";945;0;;FRFR1ETGWR1;TGWR1;ACCES_LIBRE;3.0;1;0;0;0;0;1;0;0;0;1;0;1;OUI;ACCESSIBILITE_INCONNUE;1248;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.880982,-0.6116492;"{""coordinates"": [-0.6116492, 44.880982], ""type"": ""Point""}";948;0;;FRFR1EXAPX1;XAPX1;ACCES_LIBRE;3.0;1;0;0;0;0;1;0;0;0;1;0;1;OUI;ACCESSIBILITE_INCONNUE;1249;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8785799,-0.5856459;"{""coordinates"": [-0.5856459, 44.8785799], ""type"": ""Point""}";949;0;;FRFR1EWUML1;WUML1;ACCES_LIBRE;3.0;1;0;0;0;0;1;0;0;0;1;0;1;OUI;ACCESSIBILITE_INCONNUE;1250;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8240445,-0.6107663;"{""coordinates"": [-0.6107663, 44.8240445], ""type"": ""Point""}";950;0;;FRFR1EQEPC1;QEPC1;ACCES_LIBRE;3.0;1;0;0;0;0;1;0;0;0;1;0;1;OUI;ACCESSIBILITE_INCONNUE;1251;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8240445,-0.6107663;"{""coordinates"": [-0.6107663, 44.8240445], ""type"": ""Point""}";951;0;;FRFR1EQFHU1;QFHU1;ACCES_LIBRE;3.0;1;0;0;0;0;1;0;0;0;1;0;1;OUI;ACCESSIBILITE_INCONNUE;1251;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8365654,-0.6053854;"{""coordinates"": [-0.6053854, 44.8365654], ""type"": ""Point""}";957;0;;FRFR1ETAMH1;TAMH1;ACCES_LIBRE;3.0;1;0;0;0;0;1;0;0;0;1;0;1;OUI;ACCESSIBILITE_INCONNUE;1254;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8246362,-0.5700328;"{""coordinates"": [-0.5700328, 44.8246362], ""type"": ""Point""}";958;0;;FRFR1EFTKH1;FTKH1;ACCES_LIBRE;3.0;1;0;0;0;0;1;0;0;0;1;0;1;OUI;ACCESSIBILITE_INCONNUE;1255;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8246362,-0.5700328;"{""coordinates"": [-0.5700328, 44.8246362], ""type"": ""Point""}";959;0;;FRFR1EFTXT1;FTXT1;ACCES_LIBRE;3.0;1;0;0;0;0;1;0;0;0;1;0;1;OUI;ACCESSIBILITE_INCONNUE;1255;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8581319,-0.5697983;"{""coordinates"": [-0.5697983, 44.8581319], ""type"": ""Point""}";961;0;;FRFR1ENDEL1;NDEL1;ACCES_LIBRE;3.0;1;0;0;0;0;1;0;0;0;1;0;1;OUI;ACCESSIBILITE_INCONNUE;1256;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8581319,-0.5697983;"{""coordinates"": [-0.5697983, 44.8581319], ""type"": ""Point""}";962;0;;FRFR1ENDKD1;NDKD1;ACCES_LIBRE;3.0;1;0;0;0;0;1;0;0;0;1;0;1;OUI;ACCESSIBILITE_INCONNUE;1256;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.819039,-0.6007199;"{""coordinates"": [-0.6007199, 44.819039], ""type"": ""Point""}";966;0;;FRFR1EPZAN1;PZAN1;ACCES_LIBRE;3.0;1;0;0;0;0;1;0;0;0;1;0;1;OUI;ACCESSIBILITE_INCONNUE;1298;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.7931545,-0.605454;"{""coordinates"": [-0.605454, 44.7931545], ""type"": ""Point""}";967;0;;FRFR1EXMUB1;XMUB1;ACCES_LIBRE;3.0;1;0;0;0;0;1;0;0;0;1;0;1;OUI;ACCESSIBILITE_INCONNUE;1257;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8499486,-0.5609254;"{""coordinates"": [-0.5609254, 44.8499486], ""type"": ""Point""}";968;0;;FRFR1ERLJZ1;RLJZ1;ACCES_LIBRE;3.0;1;0;0;0;0;1;0;0;0;1;0;1;OUI;ACCESSIBILITE_INCONNUE;1258;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8325322,-0.610317;"{""coordinates"": [-0.610317, 44.8325322], ""type"": ""Point""}";974;0;;FRFR1EPYCQ1;PYCQ1;ACCES_LIBRE;3.0;1;0;0;0;0;1;0;0;0;1;0;1;OUI;ACCESSIBILITE_INCONNUE;1260;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.826143,-0.624757;"{""coordinates"": [-0.624757, 44.826143], ""type"": ""Point""}";981;0;;FRFR1EEWPJ1;EWPJ1;ACCES_LIBRE;3.0;1;0;0;0;0;1;0;0;0;1;0;1;OUI;ACCESSIBILITE_INCONNUE;1309;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8416772,-0.6282947;"{""coordinates"": [-0.6282947, 44.8416772], ""type"": ""Point""}";986;0;;FRFR1EETRL1;ETRL1;ACCES_LIBRE;3.0;1;0;0;0;0;1;0;0;0;1;0;1;OUI;ACCESSIBILITE_INCONNUE;1311;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8043468,-0.6329571;"{""coordinates"": [-0.6329571, 44.8043468], ""type"": ""Point""}";988;0;;FRFR1EXENE1;XENE1;ACCES_LIBRE;3.0;1;0;0;0;0;1;0;0;0;1;0;1;OUI;ACCESSIBILITE_INCONNUE;1312;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8423975,-0.5794603;"{""coordinates"": [-0.5794603, 44.8423975], ""type"": ""Point""}";993;0;;FRFR1EPEFK1;PEFK1;ACCES_LIBRE;3.0;1;0;0;0;0;1;0;0;0;1;0;1;OUI;ACCESSIBILITE_INCONNUE;1313;2021-11-08T15:45:40+01:00;2022-03-01T17:20:36+01:00
44.8525425,-0.5675381;"{""coordinates"": [-0.5675381, 44.8525425], ""type"": ""Point""}";997;0;;FRFR1EPUMH1;PUMH1;ACCES_LIBRE;3.0;1;0;0;0;0;1;0;0;0;1;0;1;OUI;ACCESSIBILITE_INCONNUE;1315;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.865884,-0.5993707;"{""coordinates"": [-0.5993707, 44.865884], ""type"": ""Point""}";795;0;;FRFR1ERUKD1;RUKD1;ACCES_LIBRE;3.0;1;0;0;0;0;1;0;0;0;1;0;1;OUI;ACCESSIBILITE_INCONNUE;1299;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8308131,-0.5673192;"{""coordinates"": [-0.5673192, 44.8308131], ""type"": ""Point""}";800;0;;FRFR1EFLHV1;FLHV1;ACCES_LIBRE;3.0;1;0;0;0;0;1;0;0;0;1;0;1;OUI;ACCESSIBILITE_INCONNUE;1300;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8452792,-0.6530739;"{""coordinates"": [-0.6530739, 44.8452792], ""type"": ""Point""}";806;0;;FRFR1EFFAQ1;FFAQ1;ACCES_LIBRE;3.0;1;0;0;0;0;1;0;0;0;1;0;1;OUI;ACCESSIBILITE_INCONNUE;1302;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8498918,-0.6040457;"{""coordinates"": [-0.6040457, 44.8498918], ""type"": ""Point""}";812;0;;FRFR1ESFAY1;SFAY1;ACCES_LIBRE;3.0;1;0;0;0;0;1;0;0;0;1;0;1;OUI;ACCESSIBILITE_INCONNUE;1304;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.944626,-0.6189726;"{""coordinates"": [-0.6189726, 44.944626], ""type"": ""Point""}";813;0;;FRFR1EHWAM1;HWAM1;ACCES_LIBRE;7.0;1;1;1;0;0;0;0;0;0;1;0;1;OUI;ACCESSIBILITE_INCONNUE;1305;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8408719,-0.5924783;"{""coordinates"": [-0.5924783, 44.8408719], ""type"": ""Point""}";822;0;;FRFR1EQDYX1;QDYX1;ACCES_LIBRE;3.0;1;0;0;0;0;1;0;0;0;1;0;1;OUI;ACCESSIBILITE_INCONNUE;1318;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.831236,-0.5734228;"{""coordinates"": [-0.5734228, 44.831236], ""type"": ""Point""}";826;0;;FRFR1EPQFY1;PQFY1;ACCES_LIBRE;3.0;1;0;0;0;0;1;0;0;0;1;0;1;OUI;ACCESSIBILITE_INCONNUE;1320;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8290717,-0.5628913;"{""coordinates"": [-0.5628913, 44.8290717], ""type"": ""Point""}";1041;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;Accès parking payant;ACCESSIBILITE_INCONNUE;1360;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8356566,-0.5648937;"{""coordinates"": [-0.5648937, 44.8356566], ""type"": ""Point""}";1042;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;Accès parking payant;ACCESSIBILITE_INCONNUE;1361;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8356566,-0.5648937;"{""coordinates"": [-0.5648937, 44.8356566], ""type"": ""Point""}";1045;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;Accès parking payant;ACCESSIBILITE_INCONNUE;1361;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8356566,-0.5648937;"{""coordinates"": [-0.5648937, 44.8356566], ""type"": ""Point""}";1046;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;Accès parking payant;ACCESSIBILITE_INCONNUE;1361;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8356566,-0.5648937;"{""coordinates"": [-0.5648937, 44.8356566], ""type"": ""Point""}";1047;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;Accès parking payant;ACCESSIBILITE_INCONNUE;1361;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8447668,-0.5769706;"{""coordinates"": [-0.5769706, 44.8447668], ""type"": ""Point""}";1049;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;Accès parking payant;ACCESSIBILITE_INCONNUE;1362;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8619083,-0.554995;"{""coordinates"": [-0.554995, 44.8619083], ""type"": ""Point""}";1052;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;Accès parking payant;ACCESSIBILITE_INCONNUE;1363;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8226156,-0.5459414;"{""coordinates"": [-0.5459414, 44.8226156], ""type"": ""Point""}";1058;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;Accès parking payant;ACCESSIBILITE_INCONNUE;1364;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8239023,-0.5551523;"{""coordinates"": [-0.5551523, 44.8239023], ""type"": ""Point""}";1061;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;Accès parking payant;ACCESSIBILITE_INCONNUE;1365;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8239023,-0.5551523;"{""coordinates"": [-0.5551523, 44.8239023], ""type"": ""Point""}";1062;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;Accès parking payant;ACCESSIBILITE_INCONNUE;1365;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8239023,-0.5551523;"{""coordinates"": [-0.5551523, 44.8239023], ""type"": ""Point""}";1063;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;Accès parking payant;ACCESSIBILITE_INCONNUE;1365;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8239023,-0.5551523;"{""coordinates"": [-0.5551523, 44.8239023], ""type"": ""Point""}";1065;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;Accès parking payant;ACCESSIBILITE_INCONNUE;1365;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8239023,-0.5551523;"{""coordinates"": [-0.5551523, 44.8239023], ""type"": ""Point""}";1068;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;Accès parking payant;ACCESSIBILITE_INCONNUE;1365;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8239023,-0.5551523;"{""coordinates"": [-0.5551523, 44.8239023], ""type"": ""Point""}";1069;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;Accès parking payant;ACCESSIBILITE_INCONNUE;1365;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8230361,-0.5553548;"{""coordinates"": [-0.5553548, 44.8230361], ""type"": ""Point""}";1074;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;Accès parking payant;ACCESSIBILITE_INCONNUE;1366;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
44.8230361,-0.5553548;"{""coordinates"": [-0.5553548, 44.8230361], ""type"": ""Point""}";1075;0;;;;ACCES_RESERVE;;1;;;;;;;0;1;0;0;0;Accès parking payant;ACCESSIBILITE_INCONNUE;1366;2021-11-08T15:45:40+01:00;2021-11-24T16:04:52+01:00
